City,Brand,Model,Year,Body,Color,Engine,Engine Power,Fuel Type,Mileage,Gearbox,Transmission,Being new,Price
Bakı,Lexus,LX 470,1999,Offroader / SUV,Qara,4.7 L,234 a.g.,Benzin,282 000 km,Avtomat,Tam,Xeyr,24 500
Bakı,Chevrolet,Cruze,2017,Sedan,Ağ,1.4 L,153 a.g.,Benzin,77 000 km,Avtomat,Ön,Xeyr,16 800
Şirvan,Hyundai,Accent,2011,Sedan,Qara,1.6 L,105 a.g.,Benzin,163 000 km,Avtomat,Ön,Xeyr,14 500
Bakı,Ford,Escape,2004,Offroader / SUV,Göy,3.0 L,203 a.g.,Benzin,156 700 km,Avtomat,Tam,Xeyr,9 400
Bakı,Fiat,Doblo,2022,Furqon,Ağ,1.4 L,95 a.g.,Benzin,0 km,Mexaniki,Ön,Bəli,25 600
Ağdaş,LADA (VAZ),21011,1983,Sedan,Qırmızı,1.2 L,58 a.g.,Benzin,250 436 km,Mexaniki,Arxa,Xeyr,3 900
Ucar,LADA (VAZ),2106,1992,Sedan,Mavi,1.5 L,65 a.g.,Benzin,141 686 km,Mexaniki,Arxa,Xeyr,5 700
Bakı,Hyundai,Elantra,2013,Sedan,Boz,1.8 L,150 a.g.,Benzin,167 372 km,Avtomat,Ön,Xeyr,20 000
Mingəçevir,BMW,318,2003,Sedan,Qara,2.0 L,143 a.g.,Benzin,301 890 km,Avtomat,Arxa,Xeyr,11 000
Sumqayıt,Tofas,Sahin,2006,Sedan,Yaş Asfalt,1.6 L,86 a.g.,Benzin,375 159 km,Mexaniki,Arxa,Xeyr,7 200
Şirvan,Hyundai,Terracan,2004,Offroader / SUV,Ağ,2.9 L,150 a.g.,Dizel,250 000 km,Avtomat,Tam,Xeyr,8 300
Bakı,Chevrolet,Malibu,2016,Sedan,Ağ,1.5 L,160 a.g.,Benzin,213 541 km,Avtomat,Ön,Xeyr,23 900
Bakı,Toyota,Highlander,2021,Offroader / SUV,Yaş Asfalt,2.5 L,249 a.g.,Hibrid,0 km,Avtomat,Ön,Bəli,49 800
Bakı,Kia,Sorento,2010,Offroader / SUV,Qara,2.0 L,184 a.g.,Dizel,190 000 km,Avtomat,Ön,Xeyr,28 800
Bakı,BMW,320,1998,Sedan,Qara,2.0 L,150 a.g.,Benzin,213 000 km,Avtomat,Arxa,Xeyr,9 000
Bakı,LADA (VAZ),Niva,2015,Offroader / SUV,Göy,1.7 L,80 a.g.,Benzin,86 000 km,Mexaniki,Tam,Xeyr,12 500
Bakı,Ford,Tourneo Connect,2010,Furqon,Ağ,1.8 L,110 a.g.,Dizel,178 000 km,Mexaniki,Ön,Xeyr,17 400
Zərdab,Mercedes,Sprinter 315,2008,Mikroavtobus,Ağ,2.9 L,129 a.g.,Dizel,450 000 km,Mexaniki,Arxa,Xeyr,28 500
Bakı,BMW,528,2013,Sedan,Yaş Asfalt,2.0 L,245 a.g.,Benzin,178 000 km,Avtomat,Arxa,Xeyr,29 500
Astara,BMW,525,1997,Sedan,Yaşıl,2.5 L,143 a.g.,Dizel,350 000 km,Mexaniki,Arxa,Xeyr,8 800
Bakı,Chevrolet,Cruze,2015,Sedan,Yaş Asfalt,1.4 L,141 a.g.,Benzin,126 353 km,Avtomat,Ön,Xeyr,15 500
Bakı,BMW,528,2014,Sedan,Boz,2.0 L,245 a.g.,Benzin,144 500 km,Avtomat,Arxa,Xeyr,21 800
Bakı,Toyota,RAV 4,2014,Offroader / SUV,Ağ,2.0 L,146 a.g.,Benzin,53 186 km,Avtomat,Ön,Xeyr,22 300
Bakı,Cadillac,CTS,2014,Sedan,Yaş Asfalt,2.0 L,245 a.g.,Benzin,145 000 km,Avtomat,Arxa,Xeyr,21 900
Bakı,Opel,Zafira,2008,Minivan,Gümüşü,1.9 L,150 a.g.,Dizel,230 000 km,Avtomat,Ön,Xeyr,12 800
Bakı,Mercedes,C 240,1997,Sedan,Boz,2.4 L,170 a.g.,Benzin,249 052 km,Avtomat,Arxa,Xeyr,9 100
Bakı,Toyota,RAV 4,2022,Offroader / SUV,Qara,2.0 L,175 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,36 500
Bakı,Lexus,GX 470,2008,Offroader / SUV,Qara,4.7 L,273 a.g.,Benzin,173 809 km,Avtomat,Tam,Xeyr,26 000
Bakı,Mercedes,C 180,1998,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,278 000 km,Avtomat,Arxa,Xeyr,10 900
Sumqayıt,LADA (VAZ),2107,2003,Sedan,Göy,1.6 L,75 a.g.,Benzin,47 170 km,Mexaniki,Arxa,Xeyr,4 700
Bakı,BMW,X5,2015,Offroader / SUV,Ağ,3.0 L,306 a.g.,Benzin,78 000 km,Avtomat,Tam,Xeyr,40 500
Gəncə,Lexus,RX 350,2010,Offroader / SUV,Gümüşü,3.5 L,275 a.g.,Benzin,258 000 km,Avtomat,Tam,Xeyr,19 500
Gəncə,LADA (VAZ),2107,2011,Sedan,Yaş Asfalt,1.6 L,75 a.g.,Benzin,100 000 km,Mexaniki,Arxa,Xeyr,8 700
Xaçmaz,LADA (VAZ),2101,1978,Sedan,Sarı,1.5 L,72 a.g.,Benzin,500 000 km,Mexaniki,Arxa,Xeyr,2 500
Bakı,Land Rover,Range Rover,2008,Offroader / SUV,Ağ,4.2 L,396 a.g.,Benzin,146 000 km,Avtomat,Tam,Xeyr,23 800
Bakı,Mercedes,190,1992,Sedan,Boz,2.0 L,122 a.g.,Benzin,496 000 km,Mexaniki,Arxa,Xeyr,5 700
Bakı,BMW,X5,2006,Offroader / SUV,Qara,4.8 L,360 a.g.,Benzin,176 000 km,Avtomat,Tam,Xeyr,28 000
Bakı,Kia,Sorento,2010,Offroader / SUV,Qəhvəyi,2.4 L,174 a.g.,Benzin,201 000 km,Avtomat,Tam,Xeyr,26 800
Bakı,BMW,528,2016,Sedan,Qara,2.0 L,245 a.g.,Benzin,75 000 km,Avtomat,Arxa,Xeyr,23 000
Bakı,Khazar,SD,2022,Sedan,Qara,1.7 L,113 a.g.,Benzin,0 km,Mexaniki,Ön,Bəli,16 500
Bakı,LADA (VAZ),2107,2010,Sedan,Yaş Asfalt,1.6 L,75 a.g.,Benzin,144 000 km,Mexaniki,Arxa,Xeyr,8 500
Bakı,Renault,Symbol,2008,Sedan,Ağ,1.4 L,98 a.g.,Benzin,177 500 km,Mexaniki,Ön,Xeyr,8 800
Bakı,LADA (VAZ),2107,2008,Sedan,Ağ,1.5 L,65 a.g.,Benzin,986 300 km,Mexaniki,Arxa,Xeyr,5 800
Bərdə,LADA (VAZ),2107,2000,Sedan,Qırmızı,1.5 L,72 a.g.,Benzin,258 630 km,Mexaniki,Arxa,Xeyr,4 250
Bakı,Opel,Astra,2007,Hetçbek / Liftbek,Bej,1.4 L,90 a.g.,Benzin,175 000 km,Mexaniki,Ön,Xeyr,11 500
Bakı,Ford,Fusion,2016,Sedan,Göy,1.5 L,181 a.g.,Benzin,90 000 km,Avtomat,Ön,Xeyr,22 500
Bakı,BMW,530,2018,Sedan,Qara,2.0 L,254 a.g.,Benzin,82 000 km,Avtomat,Tam,Xeyr,43 000
Sumqayıt,Ford,Transit,2007,Furqon,Ağ,2.4 L,140 a.g.,Dizel,183 000 km,Mexaniki,Arxa,Xeyr,20 800
Bakı,Chevrolet,Malibu,2019,Sedan,Qara,1.5 L,160 a.g.,Benzin,35 000 km,Avtomat,Ön,Xeyr,25 300
Bakı,Hyundai,Sonata,2006,Sedan,Qara,2.4 L,178 a.g.,Benzin,257 465 km,Avtomat,Ön,Xeyr,12 600
Bakı,Hyundai,Elantra,2019,Sedan,Boz,1.6 L,132 a.g.,Benzin,124 000 km,Avtomat,Ön,Xeyr,29 000
Quba,Volkswagen,Touareg,2009,Offroader / SUV,Ağ,5.0 L,313 a.g.,Dizel,300 000 km,Avtomat,Tam,Xeyr,29 000
Sumqayıt,Volkswagen,Passat,2008,Sedan,Gümüşü,2.0 L,200 a.g.,Benzin,299 925 km,Avtomat,Ön,Xeyr,10 400
Gəncə,LADA (VAZ),2107,2006,Sedan,Ağ,1.6 L,75 a.g.,Benzin,200 000 km,Mexaniki,Arxa,Xeyr,5 900
Bakı,Toyota,RAV 4,2022,Offroader / SUV,Qara,2.0 L,175 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,36 500
Bakı,BMW,528,2015,Sedan,Qara,2.0 L,245 a.g.,Benzin,85 000 km,Avtomat,Arxa,Xeyr,24 900
Bakı,Fiat,Doblo,2008,Minivan,Yaş Asfalt,1.9 L,105 a.g.,Dizel,360 000 km,Mexaniki,Ön,Xeyr,9 600
Bakı,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.0 L,184 a.g.,Dizel,168 000 km,Avtomat,Ön,Xeyr,24 200
Bakı,Mercedes,E 220,2006,Universal,Yaş Asfalt,2.2 L,170 a.g.,Dizel,236 000 km,Avtomat,Arxa,Xeyr,20 000
Bakı,Ford,F-150,2021,Offroader / SUV,Qara,2.7 L,325 a.g.,Benzin,15 000 km,Avtomat,Tam,Xeyr,90 000
Bakı,Hyundai,Santa Fe,2009,Offroader / SUV,Qara,2.7 L,189 a.g.,Benzin,172 351 km,Avtomat,Tam,Xeyr,20 700
Bakı,Kia,Rio,2007,Hetçbek / Liftbek,Gümüşü,1.5 L,110 a.g.,Dizel,185 200 km,Avtomat,Ön,Xeyr,13 300
Xırdalan,Hyundai,Sonata,2007,Sedan,Ağ,2.4 L,174 a.g.,Benzin,251 500 km,Avtomat,Ön,Xeyr,11 800
Bakı,Mercedes,E 220,2010,Sedan,Qara,2.2 L,170 a.g.,Dizel,204 000 km,Avtomat,Arxa,Xeyr,32 500
Bakı,LADA (VAZ),Niva,2019,Offroader / SUV,Ağ,1.7 L,80 a.g.,Benzin,25 000 km,Mexaniki,Tam,Xeyr,17 700
Bakı,Land Rover,Range Rover,2020,Offroader / SUV,Qara,3.0 L,300 a.g.,Dizel,21 000 km,Avtomat,Tam,Xeyr,135 000
Bakı,LADA (VAZ),2107,2002,Sedan,Ağ,1.6 L,75 a.g.,Benzin,189 689 km,Mexaniki,Arxa,Xeyr,4 400
Bakı,Mercedes,E 320,2001,Sedan,Göy,3.2 L,224 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,15 500
Şəmkir,Toyota,Corolla,2005,Hetçbek / Liftbek,Mavi,1.4 L,90 a.g.,Dizel,210 000 km,Mexaniki,Ön,Xeyr,14 400
Bakı,LADA (VAZ),2107,1994,Sedan,Ağ,1.5 L,65 a.g.,Benzin,258 063 km,Mexaniki,Arxa,Xeyr,3 900
Bakı,Opel,Astra,2006,Hetçbek / Liftbek,Yaş Asfalt,1.4 L,90 a.g.,Benzin,213 000 km,Mexaniki,Ön,Xeyr,10 800
Bakı,Hyundai,Accent,2011,Sedan,Ağ,1.4 L,107 a.g.,Benzin,366 000 km,Avtomat,Ön,Xeyr,13 900
Bakı,Mercedes,C 180,1998,Sedan,Qara,1.8 L,122 a.g.,Benzin,410 000 km,Avtomat,Arxa,Xeyr,10 500
Bakı,Nissan,Note,2011,Hetçbek / Liftbek,Ağ,1.5 L,109 a.g.,Benzin,65 000 km,Avtomat,Ön,Xeyr,11 900
Qazax,Mercedes,C 180,1995,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,484 000 km,Avtomat,Arxa,Xeyr,8 600
Sumqayıt,LADA (VAZ),Priora,2018,Sedan,Yaş Asfalt,1.6 L,106 a.g.,Benzin,108 000 km,Mexaniki,Ön,Xeyr,13 800
Bakı,Mercedes,GLS 500,2018,Offroader / SUV,Qara,4.7 L,435 a.g.,Benzin,53 400 km,Avtomat,Tam,Xeyr,88 000
Bakı,Chevrolet,Cruze,2010,Sedan,Qara,1.4 L,141 a.g.,Benzin,176 406 km,Avtomat,Ön,Xeyr,11 800
Bakı,LADA (VAZ),2107,2005,Sedan,Ağ,1.5 L,65 a.g.,Benzin,54 238 km,Mexaniki,Ön,Xeyr,4 000
Bakı,Kia,Rio,2005,Hetçbek / Liftbek,Göy,1.4 L,97 a.g.,Benzin,178 000 km,Mexaniki,Ön,Xeyr,10 500
Gəncə,Mercedes,C 200,1998,Sedan,Boz,2.0 L,136 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,13 800
Bakı,Hyundai,Tucson,2006,Offroader / SUV,Qara,2.0 L,141 a.g.,Benzin,91 000 km,Avtomat,Tam,Xeyr,18 500
Bakı,Hyundai,Santa Fe,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,167 000 km,Avtomat,Ön,Xeyr,24 300
Bakı,Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4.0 L,282 a.g.,Benzin,93 000 km,Avtomat,Tam,Xeyr,42 900
Gəncə,Mazda,CX-9,2009,Offroader / SUV,Ağ,3.7 L,273 a.g.,Benzin,177 000 km,Avtomat,Tam,Xeyr,21 700
Sumqayıt,GAZ,3110,2000,Sedan,Ağ,2.3 L,125 a.g.,Benzin,450 000 km,Mexaniki,Arxa,Xeyr,2 500
Bakı,Mercedes,Viano,2011,Minivan,Qızılı,2.2 L,163 a.g.,Dizel,240 000 km,Avtomat,Arxa,Xeyr,31 900
Bakı,Hyundai,Sonata,2020,Sedan,Qırmızı,2.0 L,165 a.g.,Hibrid,0 km,Avtomat,Ön,Bəli,41 500
Bakı,Lexus,ES 300h,2022,Sedan,Ağ,2.5 L,215 a.g.,Hibrid,0 km,Avtomat,Ön,Bəli,62 800
Bakı,Mercedes,C 200,2007,Sedan,Ağ,2.0 L,163 a.g.,Benzin,323 146 km,Avtomat,Arxa,Xeyr,18 000
Bakı,Mercedes,190,1989,Sedan,Boz,2.0 L,122 a.g.,Benzin,385 000 km,Avtomat,Arxa,Xeyr,5 500
Bakı,Toyota,Camry,2006,Sedan,Boz,2.4 L,167 a.g.,Benzin,300 000 km,Avtomat,Ön,Xeyr,15 900
Sumqayıt,Opel,Corsa,2009,Hetçbek / Liftbek,Boz,1.3 L,90 a.g.,Dizel,179 000 km,Mexaniki,Ön,Xeyr,11 500
Sumqayıt,Nissan,X-Trail,2004,Offroader / SUV,Ağ,2.0 L,150 a.g.,Benzin,243 864 km,Avtomat,Tam,Xeyr,12 200
Bakı,BMW,525,1994,Sedan,Ağ,2.5 L,192 a.g.,Benzin,265 588 km,Mexaniki,Arxa,Xeyr,4 900
Bakı,Ford,Transit,2022,Furqon,Ağ,2.2 L,125 a.g.,Dizel,0 km,Mexaniki,Arxa,Bəli,57 500
Ucar,LADA (VAZ),2106,1992,Sedan,Mavi,1.3 L,64 a.g.,Benzin,100 000 km,Mexaniki,Arxa,Xeyr,4 500
Sumqayıt,Iran Khodro,Azsamand,2008,Sedan,Yaş Asfalt,1.8 L,110 a.g.,Benzin,245 807 km,Mexaniki,Ön,Xeyr,5 700
Bakı,Toyota,Corolla,2021,Sedan,Qara,1.6 L,124 a.g.,Benzin,11 000 km,Avtomat,Ön,Xeyr,24 600
Lənkəran,GAZ,33023-744,2000,Yük maşını,Mavi,2.5 L,131 a.g.,Benzin,160 000 km,Mexaniki,Arxa,Xeyr,8 700
Mingəçevir,Mercedes,B 150,2005,Hetçbek / Liftbek,Qara,1.5 L,95 a.g.,Benzin,121 000 km,Avtomat,Ön,Xeyr,12 499
Bakı,Mercedes,E 230,1996,Sedan,Göy,2.3 L,150 a.g.,Benzin,389 525 km,Avtomat,Arxa,Xeyr,9 600
Sumqayıt,Volkswagen,Tiguan,2008,Offroader / SUV,Qara,2.0 L,150 a.g.,Benzin,161 000 km,Avtomat,Ön,Xeyr,16 700
Sumqayıt,LADA (VAZ),Priora,2012,Hetçbek / Liftbek,Ağ,1.6 L,106 a.g.,Benzin,268 000 km,Mexaniki,Ön,Xeyr,8 900
Sumqayıt,Volkswagen,Polo,2018,Sedan,Ağ,1.6 L,110 a.g.,Benzin,199 000 km,Mexaniki,Ön,Xeyr,14 200
Bakı,Mercedes,C 180,1999,Sedan,Tünd qırmızı,1.8 L,122 a.g.,Benzin,272 000 km,Avtomat,Arxa,Xeyr,13 500
Bakı,Mercedes,E 200,2003,Sedan,Ağ,2.0 L,184 a.g.,Benzin,213 000 km,Avtomat,Arxa,Xeyr,16 000
Ağdaş,LADA (VAZ),2115,2012,Sedan,Tünd qırmızı,1.5 L,78 a.g.,Benzin,289 332 km,Mexaniki,Ön,Xeyr,8 500
Şəki,LADA (VAZ),2115,2009,Sedan,Qara,1.6 L,80 a.g.,Benzin,157 000 km,Mexaniki,Ön,Xeyr,8 500
Bakı,Ford,Transit,2002,Yük maşını,Ağ,2.4 L,140 a.g.,Dizel,262 408 km,Mexaniki,Arxa,Xeyr,24 900
Bakı,LADA (VAZ),Niva,2014,Offroader / SUV,Göy,1.7 L,80 a.g.,Benzin,116 000 km,Mexaniki,Tam,Xeyr,8 100
Bakı,Toyota,Land Cruiser,2008,Offroader / SUV,Qara,4.7 L,288 a.g.,Benzin,155 000 km,Avtomat,Tam,Xeyr,31 500
Bakı,Mitsubishi,Pajero,2010,Offroader / SUV,Ağ,3.5 L,202 a.g.,Benzin,138 000 km,Avtomat,Tam,Xeyr,30 800
Sabirabad,GAZ,3302-744,2002,Yük maşını,Ağ,2.4 L,131 a.g.,Benzin,50 600 km,Mexaniki,Arxa,Xeyr,12 000
Bakı,Kia,Sportage,2007,Offroader / SUV,Gümüşü,2.0 L,141 a.g.,Benzin,240 000 km,Avtomat,Ön,Xeyr,15 500
Bakı,Toyota,Corolla,2005,Universal,Göy,1.4 L,90 a.g.,Dizel,182 230 km,Mexaniki,Ön,Xeyr,13 300
Sumqayıt,Kia,Picanto,2013,Hetçbek / Liftbek,Qara,1.3 L,85 a.g.,Benzin,170 000 km,Avtomat,Ön,Xeyr,14 900
Bakı,LADA (VAZ),2115,2012,Sedan,Qara,1.6 L,80 a.g.,Benzin,125 000 km,Mexaniki,Ön,Xeyr,9 300
Bakı,Mazda,CX-9,2014,Offroader / SUV,Qara,3.7 L,277 a.g.,Benzin,140 000 km,Avtomat,Tam,Xeyr,31 000
Şabran,Opel,Astra,2009,Universal,Boz,1.3 L,90 a.g.,Dizel,234 000 km,Mexaniki,Ön,Xeyr,10 700
Sumqayıt,Mercedes,B 180,2011,Hetçbek / Liftbek,Qara,1.6 L,122 a.g.,Benzin,14 000 km,Avtomat,Ön,Xeyr,14 800
Bakı,LADA (VAZ),2110,2003,Sedan,Gümüşü,1.5 L,78 a.g.,Benzin,310 000 km,Mexaniki,Ön,Xeyr,7 300
Bakı,Mercedes,E 220,1998,Sedan,Qara,2.2 L,143 a.g.,Dizel,370 000 km,Avtomat,Arxa,Xeyr,13 300
Bakı,Kia,Rio,2005,Hetçbek / Liftbek,Gümüşü,1.5 L,109 a.g.,Dizel,233 580 km,Mexaniki,Ön,Xeyr,9 300
Bakı,Volkswagen,Taos,2021,Offroader / SUV,Bej,1.4 L,150 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,50 900
Yevlax,LADA (VAZ),2106,1988,Sedan,Ağ,1.5 L,65 a.g.,Benzin,400 000 km,Mexaniki,Arxa,Xeyr,4 300
Bakı,BMW,528,2013,Sedan,Ağ,2.0 L,245 a.g.,Benzin,62 000 km,Avtomat,Ön,Xeyr,24 242
Şəmkir,Mercedes,E 350,2005,Sedan,Gümüşü,3.5 L,272 a.g.,Benzin,300 330 km,Avtomat,Arxa,Xeyr,17 300
Bakı,Hyundai,Matrix,2007,Minivan,Mavi,1.5 L,110 a.g.,Dizel,320 000 km,Mexaniki,Ön,Xeyr,10 000
Bakı,Opel,Astra,2006,Hetçbek / Liftbek,Yaş Asfalt,1.4 L,90 a.g.,Benzin,170 000 km,Mexaniki,Ön,Xeyr,11 400
Bakı,LADA (VAZ),2115,2011,Sedan,Ağ,1.6 L,80 a.g.,Benzin,168 000 km,Mexaniki,Ön,Xeyr,9 000
Bakı,Toyota,Prius,2006,Hetçbek / Liftbek,Gümüşü,1.5 L,76 a.g.,Hibrid,216 000 km,Avtomat,Ön,Xeyr,12 900
Bakı,Mercedes,E 220,2009,Sedan,Qara,2.2 L,170 a.g.,Dizel,295 000 km,Avtomat,Arxa,Xeyr,25 300
Bakı,BMW,X7,2019,Offroader / SUV,Qara,3.0 L,340 a.g.,Benzin,23 000 km,Avtomat,Tam,Xeyr,105 000
Bakı,Lexus,LX 570,2013,Offroader / SUV,Qara,5.7 L,383 a.g.,Benzin,230 000 km,Avtomat,Tam,Xeyr,47 000
Bakı,Mercedes,E 230,1990,Sedan,Yaş Asfalt,2.3 L,150 a.g.,Benzin,365 456 km,Mexaniki,Arxa,Xeyr,4 400
Şirvan,Kia,Ceed,2010,Universal,Qara,1.4 L,90 a.g.,Benzin,164 000 km,Mexaniki,Ön,Xeyr,14 600
Bakı,Kia,Sorento,2015,Offroader / SUV,Yaş Asfalt,2.0 L,184 a.g.,Dizel,86 000 km,Avtomat,Tam,Xeyr,46 200
Sumqayıt,Chevrolet,Trax,2015,Offroader / SUV,Qəhvəyi,1.8 L,141 a.g.,Benzin,106 000 km,Avtomat,Tam,Xeyr,24 500
Bakı,Honda,Civic,2008,Sedan,Yaş Asfalt,1.3 L,95 a.g.,Hibrid,230 000 km,Avtomat,Ön,Xeyr,12 700
Bakı,Toyota,Avalon,2021,Sedan,Qara,3.5 L,306 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,72 000
Bakı,Mercedes,E 220,1995,Sedan,Boz,2.2 L,150 a.g.,Benzin,85 550 km,Avtomat,Arxa,Xeyr,5 700
Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,112 000 km,Avtomat,Ön,Xeyr,20 900
Bakı,Hyundai,Sonata,2009,Sedan,Göy,2.4 L,174 a.g.,Benzin,165 800 km,Avtomat,Ön,Xeyr,19 600
Sumqayıt,Toyota,Camry,2018,Sedan,Qara,2.5 L,181 a.g.,Benzin,53 962 km,Avtomat,Ön,Xeyr,28 900
Sumqayıt,Chevrolet,Lacetti,2010,Hetçbek / Liftbek,Ağ,1.4 L,94 a.g.,Benzin,187 500 km,Mexaniki,Ön,Xeyr,9 800
Sumqayıt,Chevrolet,Cruze,2017,Sedan,Gümüşü,1.4 L,153 a.g.,Benzin,116 000 km,Avtomat,Ön,Xeyr,17 300
Bakı,Opel,Vectra,1996,Sedan,Qara,2.0 L,136 a.g.,Benzin,370 000 km,Mexaniki,Ön,Xeyr,5 500
Sumqayıt,Infiniti,FX35,2008,Offroader / SUV,Qara,3.5 L,280 a.g.,Benzin,181 800 km,Avtomat,Tam,Xeyr,19 900
Bakı,BMW,X6 M,2010,Offroader / SUV,Ağ,4.4 L,555 a.g.,Benzin,165 000 km,Avtomat,Tam,Xeyr,26 800
Şirvan,Mercedes,E 200,1994,Sedan,Ağ,2.0 L,136 a.g.,Dizel,310 542 km,Mexaniki,Arxa,Xeyr,10 500
Bakı,Ford,Transit,2010,Yük maşını,Ağ,2.2 L,140 a.g.,Dizel,185 000 km,Mexaniki,Ön,Xeyr,19 400
Gəncə,Opel,Astra,2009,Universal,Boz,1.3 L,90 a.g.,Dizel,149 000 km,Mexaniki,Ön,Xeyr,12 900
Göyçay,LADA (VAZ),21099,1998,Sedan,Bənövşəyi,1.6 L,75 a.g.,Benzin,204 000 km,Mexaniki,Ön,Xeyr,4 000
Bakı,Mercedes,S 63 AMG Coupe,2014,Kupe,Ağ,5.5 L,585 a.g.,Benzin,37 000 km,Avtomat,Arxa,Xeyr,115 000
Quba,GAZ,3110,1999,Sedan,Ağ,2.4 L,131 a.g.,Benzin,350 858 km,Mexaniki,Arxa,Xeyr,4 200
Bakı,Opel,Vectra,1998,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,482 500 km,Avtomat,Ön,Xeyr,5 100
Bakı,Lexus,LX 600,2022,Offroader / SUV,Qara,3.3 L,300 a.g.,Dizel,0 km,Variator,Tam,Bəli,139 000
Bakı,Toyota,Camry,2018,Sedan,Göy,2.5 L,181 a.g.,Benzin,84 000 km,Avtomat,Ön,Xeyr,29 900
Sumqayıt,LADA (VAZ),2109,1991,Hetçbek / Liftbek,Boz,1.5 L,78 a.g.,Benzin,100 000 km,Mexaniki,Ön,Xeyr,4 100
Bakı,Honda,Civic,2008,Sedan,Qəhvəyi,1.3 L,95 a.g.,Hibrid,189 056 km,Avtomat,Ön,Xeyr,12 750
Sumqayıt,Nissan,Micra,2013,Hetçbek / Liftbek,Qara,1.2 L,76 a.g.,Benzin,67 000 km,Avtomat,Ön,Xeyr,11 800
Bakı,Volkswagen,Passat,2012,Sedan,Ağ,2.5 L,170 a.g.,Benzin,93 737 km,Avtomat,Ön,Xeyr,19 997
Qax,Opel,Vectra,1995,Sedan,Yaşıl,2.0 L,204 a.g.,Benzin,321 321 km,Mexaniki,Ön,Xeyr,5 900
Bakı,Toyota,Prado,2018,Offroader / SUV,Qara,2.7 L,167 a.g.,Benzin,105 440 km,Avtomat,Arxa,Xeyr,43 500
Masallı,LADA (VAZ),2107,2005,Sedan,Yaş Asfalt,1.5 L,65 a.g.,Benzin,13 000 km,Mexaniki,Arxa,Xeyr,5 500
Bakı,Toyota,Corolla,2006,Hetçbek / Liftbek,Qara,1.4 L,97 a.g.,Benzin,147 000 km,Mexaniki,Ön,Xeyr,12 200
Bakı,Kia,Optima,2013,Sedan,Qara,2.0 L,274 a.g.,Benzin,243 011 km,Avtomat,Ön,Xeyr,19 999
Bakı,Ford,Transit,2009,Furqon,Ağ,2.2 L,110 a.g.,Dizel,178 000 km,Mexaniki,Ön,Xeyr,23 800
Bakı,Mercedes,C 300,2016,Sedan,Qara,2.0 L,245 a.g.,Benzin,130 000 km,Avtomat,Arxa,Xeyr,26 800
Bakı,Mercedes,C 180,1993,Sedan,Qara,1.8 L,122 a.g.,Benzin,357 000 km,Mexaniki,Arxa,Xeyr,7 800
Bakı,BMW,740,2012,Sedan,Ağ,3.0 L,326 a.g.,Benzin,105 000 km,Avtomat,Arxa,Xeyr,23 900
Bakı,Chevrolet,Cruze,2013,Sedan,Qızılı,1.4 L,141 a.g.,Benzin,200 000 km,Avtomat,Ön,Xeyr,12 300
Bakı,Subaru,Forester,2019,Offroader / SUV,Qara,2.0 L,156 a.g.,Benzin,10 000 km,Variator,Tam,Xeyr,46 900
Bakı,Ford,Transit,2006,Mikroavtobus,Qırmızı,2.2 L,125 a.g.,Dizel,350 000 km,Mexaniki,Ön,Xeyr,17 500
Sumqayıt,Mercedes,E 320,2000,Sedan,Göy,3.2 L,224 a.g.,Benzin,241 041 km,Avtomat,Arxa,Xeyr,12 000
Bakı,Hyundai,Genesis,2014,Sedan,Ağ,3.8 L,315 a.g.,Benzin,97 272 km,Avtomat,Arxa,Xeyr,25 000
Bakı,BMW,740,2016,Sedan,Qara,3.0 L,326 a.g.,Benzin,114 000 km,Avtomat,Arxa,Xeyr,57 500
Bakı,Mercedes,E 320,1995,Sedan,Ağ,3.2 L,224 a.g.,Benzin,476 947 km,Avtomat,Arxa,Xeyr,11 500
Bakı,Kia,Optima,2011,Sedan,Ağ,2.0 L,165 a.g.,Benzin,108 000 km,Avtomat,Ön,Xeyr,22 600
Bakı,Opel,Astra,2004,Hetçbek / Liftbek,Gümüşü,1.4 L,90 a.g.,Benzin,135 000 km,Mexaniki,Ön,Xeyr,10 200
Sumqayıt,Opel,Astra,2003,Universal,Göy,1.8 L,116 a.g.,Benzin,369 000 km,Avtomat,Ön,Xeyr,9 500
Bakı,Opel,Zafira,2006,Minivan,Qara,1.6 L,94 a.g.,Qaz,169 731 km,Mexaniki,Ön,Xeyr,12 000
Bakı,Khazar,SD,2019,Sedan,Qara,1.7 L,113 a.g.,Benzin,184 000 km,Mexaniki,Ön,Xeyr,12 500
